"","COG_T1","COG_T2","COG_T3","NEU_T1","NEU_T2","NEU_T3"
"1",7.34395738728255,1.43105009344063,-0.357610218210276,-3.16590000490442,5.00798959227292,10.5754655117599
"2",1.52233252337858,3.67877961282637,10.1589456483702,0.384217285132984,1.9326360238461,7.7035387565443
"3",-1.15861865879459,6.22619273489102,9.00235871640714,-0.0183005292920204,5.31781182297121,10.9393861158788
"4",4.45324793549018,-0.228729780608418,5.36328712225319,3.53335980830025,9.4834780980377,10.7589272218708
"5",-1.68220532444298,2.68042344850156,9.18403359266887,-0.0357044491073668,4.93772172535151,11.9611736298116
"6",4.26569751298586,12.2941069797009,21.1570684532859,4.89071914102949,2.83308597035438,15.8811227255403
"7",6.13189662327092,6.15647628602622,3.87241903489653,5.36903392569289,2.59084772178985,5.0429648502202
"8",2.7351553774289,0.903577036953231,1.28951808996094,0.055296343946327,5.60088052195834,-1.24261175461784
"9",4.33049491761679,7.10312412687355,12.4873107586352,5.95944050433049,5.09214303664404,4.82636078407748
"10",1.52461894808379,2.58446161139774,7.39263577530961,7.12424454240703,3.05768280303604,15.2727275619896
"11",2.97347369777052,4.09741393918939,4.53881868354116,3.31056001670677,4.22438896259447,14.0848708782071
"12",-0.208118618602687,1.09798488700047,6.08901908985146,5.99339547589828,7.00908484025321,9.18546856879289
"13",1.23304274698831,4.21270395128836,13.4881552488378,6.29933967270811,5.57553172612736,12.003071045898
"14",4.00472426419579,6.87874686806367,13.5554154620857,0.677035395838059,4.46153625843173,5.40951065885933
"15",3.6903890255361,10.6030398811271,15.3878690049969,-0.457684730182268,4.99147849638383,6.25534720955626
"16",2.24482389991546,4.24400045215664,2.72182800203843,4.5525437686717,3.60956673980037,4.26026684095745
"17",1.74981688960715,2.95116669542273,12.0894413375598,1.24286967392272,5.48748285535052,9.09397385161552
"18",1.68179786074701,4.94679938136995,9.88771834635607,6.80212331264465,8.84113367162929,6.11263332297744
"19",3.62338593632375,6.8541823272489,18.3184623602574,2.51452475560398,8.7348356902044,13.8279813659235
"20",-3.28248534628028,10.8362853051145,11.5481797080161,-0.92307967894103,7.957809870957,5.50250047065609
"21",3.58971430106297,5.21597884616073,7.85157204101972,2.26484993854006,1.87410718439692,2.19267324730868
"22",0.765967015884442,-0.47326538394486,5.05806353271998,0.661261746900288,3.37554683570878,6.31834304440605
"23",-0.113976557616716,2.38669609089882,8.90242653448826,2.57971745101263,6.43509755387105,12.4727751559781
"24",1.10058232703328,11.3892500159649,19.1747852300152,2.87248243512709,10.1648374259172,16.6273247859601
"25",0.50885253204038,3.08252265179122,10.8328174503919,4.23061544861896,7.05589058533385,10.3727936966136
"26",7.47612907437236,4.42376271149755,10.1778597026645,-0.0933619079766563,6.99068111164651,10.5968281123427
"27",0.305107365143455,3.19069317191905,6.50661659476678,-1.60179229425198,3.80691354752142,6.91162419112562
"28",6.06263495271761,4.66325513563221,10.2858431786615,3.00479742549202,3.15165820964828,12.1032111728222
"29",3.83111295793092,7.36107421814769,12.6827754978853,3.9534621464109,2.70544284591228,10.1377714738019
"30",3.0860948110929,4.32116885668379,8.90806237035255,5.54636670095174,6.78091869097815,4.49750857664286
"31",-3.84302672625912,0.712198330451193,8.24846388395416,-1.23938503316962,2.45450947863864,1.62107510456314
"32",2.89298708115996,4.92898170072721,3.41538280470626,4.85390001773923,6.6646206961765,3.14955428648646
"33",5.07470587753671,4.78601579025201,13.199643049688,0.192651921366527,5.12792949021461,8.51416568886535
"34",3.05986771082139,8.68867172776787,20.5005607653609,3.78421016072049,9.5113085016444,8.85236246462811
"35",6.84874352677419,7.56730883419074,10.5232168544727,5.77299388750352,10.3283225835937,10.3832487815621
"36",7.3398773261586,9.71775059166158,11.6646454216496,6.87382299355109,8.20778357887873,9.84624177543059
"37",5.27115501160222,4.20286844489701,18.448568924782,4.81750640111421,8.62056020640711,21.3010020158899
"38",5.86177036071692,-1.35076308519252,-4.24530256937637,-0.874352986706716,3.34360795497613,5.00937384584839
"39",-0.0748939253434111,-2.22165706287379,8.92776508688589,2.45419740665358,-2.78265007456758,4.83780848798765
"40",3.55028851412242,8.54173858161023,17.0223273457657,0.43413109933919,11.382078998907,13.5319712575509
"41",3.60071118947647,8.91582871089666,5.70978935206984,-4.8256969769501,3.68435943329517,10.1682861696931
"42",3.14979478954802,-0.0676148265640562,6.95001664352744,1.1515679333558,3.22687901214435,8.59910943874452
"43",6.91639162425305,6.61477553566195,5.21608322486129,2.91574084161307,5.86842006639075,8.83765623911119
"44",4.69829749862006,7.69445243155303,11.1712781624048,3.26688915244311,4.68270614362011,12.6881721301726
"45",8.42508961992483,13.1733914485662,16.5477984198618,5.20879089366429,10.6106570685078,16.3741104286037
"46",3.35889594767039,8.95401493421064,14.4481210196113,4.00970699244085,13.6180311263542,17.4846443400324
"47",5.22582954149542,0.325472891509635,9.30558156028302,-1.51610274944529,2.75183662016213,5.2957048508901
"48",7.69461196346987,11.2050984067186,13.8821081643739,7.56887401704801,8.03230622887552,21.2033026566099
